item_id,legacy_triple_index,subject,subject_type,relation,object,object_type,publication_year,model_reported_extraction_score,evidence_quote,provenance_recovery_status,paper_id,chunk_index,source_title,source_modality,source_chunk_text,subject_correct,object_correct,relation_correct,entity_types_correct,evidence_quote_supports_triple,source_metadata_correct,triple_specific_enough,reviewer_id,comments
triple-084,460,layered security model,METHOD,COMBINES,Attribute-Based Access Control,METHOD,2026,0.9,pairs Role-Based Access Control with Attribute-Based Access Control,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,"Microservices architecture improves scalability and flexibility in modern distributed systems, yet it simultaneously widens the attack surface through decentralized service communication. Many existing implementations rely primarily on token validation without structured service-level authorization enforcement, leaving systems exposed to privilege escalation vulnerabilities. This study designed and evaluated a layered security model for a RESTful Application Programming Interface built with the Go Echo framework. The proposed approach combines JSON Web Token authentication using asymmetric cryptography with a token versioning mechanism, and pairs Role-Based Access Control with Attribute-Based Access Control within a sequential middleware pipeline. The methodology covered system architecture design, middleware implementation, structured security testing, and response time analysis. All simulated unauthorized access scenarios — including vertical and horizontal privilege escalation attempts — were successfully blocked. The average response time under the fully secured configuration measured 24.9 ms, indicating that the overhead introduced by the layered middleware remains practically acceptable. These findings suggest that separating authentication and authorization at the service level produces measurable security gains without meaningfully degrading system performance in microservices-based REST API applications.",,,,,,,,,
triple-085,499,security discussions,CONCEPT,ADDRESSES,lack of awareness and knowledge of microservices-specific security challenges,CONCEPT,2021,0.85,Lack of awareness and knowledge of microservices-specific security challenges and solutions often leads to ill-informed security decisions in microservices system development. We claim that identifying and leveraging security discussions scattered in existing microservices systems can partially close this gap.,unique_normalized_exact_quote_match,a0eba00e24181e1010b0f3913af128b0b9bf8e21,0,Automated Identification of Security Discussions in Microservices Systems: Industrial Surveys and Experiments,abstract,"Lack of awareness and knowledge of microservices-specific security challenges and solutions often leads to ill-informed security decisions in microservices system development. We claim that identifying and leveraging security discussions scattered in existing microservices systems can partially close this gap. We define security discussion as ""a paragraph from developer discussions that includes design decisions, challenges, or solutions relating to security"". We first surveyed 67 practitioners and found that securing microservices systems is a unique challenge and that having access to security discussions is useful for making security decisions. The survey also confirms the usefulness of potential tools that can automatically identify such security discussions. We developed fifteen machine/deep learning models to automatically identify security discussions. We applied these models on a manually constructed dataset consisting of 4,813 security discussions and 12,464 non-security discussions. We found that all the models can effectively identify security discussions: an average precision of 84.86%, recall of 72.80%, F1-score of 77.89%, AUC of 83.75% and G-mean 82.77%. DeepM1, a deep learning model, performs the best, achieving above 84% in all metrics and significantly outperforms three baselines. Finally, the practitioners' feedback collected from a validation survey reveals that security discussions identified by DeepM1 have promising applications in practice.",,,,,,,,,
triple-086,258,Zero Trust Architecture (ZTA) frameworks,CONCEPT,LACKS,behavioral analysis,CONCEPT,2026,0.9,current Zero Trust Architecture (ZTA) frameworks not incorporating any behavioral analysis,unique_normalized_exact_quote_match,585483ae739e88a8eb69a7dba06b867dac6abe16,0,Intelligent adaptive authentication for zero-trust microservice architectures using AI-driven behavioral analytics,abstract,"Securing microservices within enterprise settings is difficult due to each microservice exposing its own API, the attack surface increasing with the number of services, and the current Zero Trust Architecture (ZTA) frameworks not incorporating any behavioral analysis when evaluating requests. In this paper, we introduce an AI-enabled adaptive authentication framework that uses a hybrid machine learning model based on a random forest classifier and isolation forest anomaly detector to compute a continuous risk score for each authentication request. Depending on the risk score, a three-stage policy decision is made either allowing seamless access, performing multi-factor authentication, or denying access to the requested resource. The policy decision process takes place via the Policy Decision Point (PDP) and Policy Enforcement Point (PEP) in the service mesh architecture. On a synthetic dataset of 10,000 authentication events, our solution reaches a classification accuracy of 94.2%, a 4.8% False Positive Rate (FPR), and an end-to-end decision latency of 35-50 ms, outperforming a static ZTA baseline by 7 percentage points in terms of accuracy. Only 21% of all authentication requests require multi-factor authentication, while under a uniform authentication scheme, 100% of them would need it. All performance numbers reported were obtained using simulation to evaluate our solution on actual Kubernetes clusters is the next research direction.",,,,,,,,,
triple-087,350,microservice security agent,METHOD,PRODUCES,efficiency of the system,FINDING,2019,0.85,The results demonstrate the efficiency of the system and its suitability for real-world applications.,unique_normalized_exact_quote_match,ed9771ad472ea1c2a7b493c7dd50358fbe759483,0,Microservice Security Agent Based On API Gateway in Edge Computing,abstract,"Internet of Things (IoT) devices are embedded with software, electronics, and sensors, and feature connectivity with constrained resources. They require the edge computing paradigm, with modular characteristics relying on microservices, to provide an extensible and lightweight computing framework at the edge of the network. Edge computing can relieve the burden of centralized cloud computing by performing certain operations, such as data storage and task computation, at the edge of the network. Despite the benefits of edge computing, it can lead to many challenges in terms of security and privacy issues. Thus, services that protect privacy and secure data are essential functions in edge computing. For example, the end user’s ownership and privacy information and control are separated, which can easily lead to data leakage, unauthorized data manipulation, and other data security concerns. Thus, the confidentiality and integrity of the data cannot be guaranteed and, so, more secure authentication and access mechanisms are required to ensure that the microservices are exposed only to authorized users. In this paper, we propose a microservice security agent to integrate the edge computing platform with the API gateway technology for presenting a secure authentication mechanism. The aim of this platform is to afford edge computing clients a practical application which provides user authentication and allows JSON Web Token (JWT)-based secure access to the services of edge computing. To integrate the edge computing platform with the API gateway, we implement a microservice security agent based on the open-source Kong in the EdgeX Foundry framework. Also to provide an easy-to-use approach with Kong, we implement REST APIs for generating new consumers, registering services, configuring access controls. Finally, the usability of the proposed approach is demonstrated by evaluating the round trip time (RTT). The results demonstrate the efficiency of the system and its suitability for real-world applications.",,,,,,,,,
triple-088,328,zero-trust security architecture,METHOD,IMPROVES,mean time to detect security incidents,METRIC,2026,0.9,decreased mean time to detect security incidents from 72 hours to under 4 minutes,unique_normalized_exact_quote_match,db9b65ee4c61621058cad337f28f7adcd1a0423b,0,Zero-Trust Security Architecture for Containerized Microservices in Enterprise Telecommunications Networks,abstract,"The proliferation of containerized microservices in enterprise telecommunications environments has fundamentally altered the security perimeter. Traditional perimeter-based security models, which assume trust within the network boundary, are inadequate for dynamic, distributed container orchestration platforms where workloads are ephemeral, network topologies shift in real time, and east-west traffic dwarfs north-south traffic. This paper presents a comprehensive zero-trust security architecture designed specifically for containerized microservices running on Kubernetes in enterprise telecommunications networks. Drawing from 12+ years of experience managing production Linux environments and implementing DevSecOps practices for telecommunications infrastructure at AT&T, the author describes a layered security framework encompassing mutual TLS service mesh encryption, Kubernetes network policies, container image supply chain security, runtime behavioral analysis, and automated incident response. The implementation of this framework reduced the attack surface by 78%, achieved 100% encrypted inter-service communication, decreased mean time to detect security incidents from 72 hours to under 4 minutes, and eliminated three categories of vulnerabilities that had previously required quarterly emergency patching.",,,,,,,,,
triple-089,210,anomaly detection,METHOD,APPLIED_TO,microservices-based systems,CONCEPT,2023,0.9,"evaluates how ML techniques, particularly anomaly detection, can be tailored to detect intrusions in microservices-based systems",unique_normalized_exact_quote_match,81c43cc3a113fdbd0c1da37df6aabd93725619bc,0,Intrusion Detection and Tolerance for Microservice Applications,abstract,"Security is of paramount importance in the development of computer systems within our increasingly interconnected and computational world. This paper addresses the security challenges posed by microservices, a popular technology for developing computer systems. Microservices offer numerous advantages but also introduce new security concerns, given their greater attack surface and complex network activity. To address these challenges, the research explores the potential of Machine Learning (ML) techniques for intrusion detection and intrusion tolerance in microservice architectures. The main objective is to propose more effective approaches to secure microservice architectures using ML techniques for intrusion detection and intrusion tolerance. The research evaluates how ML techniques, particularly anomaly detection, can be tailored to detect intrusions in microservices-based systems and minimize false alarms. The contributions of this Ph.D. work include proposing ML-based intrusion detection approaches, providing design guidelines for intrusion detection systems, devising pre and post-processing techniques for efficiency, and researching intrusion tolerance solutions to overcome microservice challenges.",,,,,,,,,
triple-090,206,machine learning models,METHOD,EVALUATES_ON,datasets,DATASET,2025,0.9,providing a robust foundation for training and evaluating machine learning models,unique_normalized_exact_quote_match,3a822bd68c45ae2a3de7a137553a5f9b52491b0a,0,A Benchmark for DDoS Attacks Detection in Microservice Architectures,abstract,"Microservices have become increasingly popular in modern software architectures due to their scalability and flexibility. However, this architectural paradigm introduces unique security challenges, particularly in the detection and mitigation of cyberattacks. This paper presents a collection of datasets designed to benchmark and evaluate attack detection strategies in microservices applications. The datasets include normal and malicious traffic patterns simulating real-world scenarios and attacks, such as classic DDoS, Slow DDoS, Syn Flood, GET Flood. Data was collected from experiments with a popular benchmark microservice system with diverse services interacting via standard protocols and API gateways. Each entry is labeled to distinguish between benign and malicious activities, providing a robust foundation for training and evaluating machine learning models aimed at intrusion detection. In addition to raw data, the dataset includes metadata detailing the configuration of microservices, the nature of simulated attacks, and the temporal sequence of events. This level of detail ensures that researchers and practitioners can reproduce experiments and gain deeper insights into the behavior of attacks in microservice contexts. By offering these datasets, we aim to facilitate the development of advanced detection algorithms and promote more effective security measures in microservice environments.",,,,,,,,,
triple-091,47,"methodologies for detection, tolerance and mitigation of security intrusions",METHOD,IMPROVES,security of microservice systems,CONCEPT,2020,0.92,"intends to advance the security of microservice systems through research and improvement of methodologies for detection, tolerance and mitigation of security intrusions",unique_normalized_exact_quote_match,1c63a43ebef0b112e86a455a34aee78b08cca035,0,Improving the Security of Microservice Systems by Detecting and Tolerating Intrusions,abstract,"Microservice architectures adoption is growing expeditiously in market size and adoption, including in business-critical systems. This is due to agility in development and deployment further increased by containers and their characteristics. Ensuring security is still a major concern due to challenges faced such as resource separation and isolation, as improper access to one service might compromise complete systems. This doctoral work intends to advance the security of microservice systems through research and improvement of methodologies for detection, tolerance and mitigation of security intrusions, while overcoming challenges related to multi-tenancy, heterogeneity, dynamicity of systems and environments. Our preliminary research shows that host-based IDSes are applicable in container environments. This will be extended to dynamic scenarios, serving as a steppingstone to research intrusion tolerance techniques suited to these environments. These methodologies will be demonstrated in realistic microservice systems: complex, dynamic, scalable and elastic.",,,,,,,,,
triple-092,44,security scanning tools,TOOL,LACKS,comprehensive security coverage,CONCEPT,2023,0.85,none individually is sufficient to cover all security problems in microservices,unique_normalized_exact_quote_match,3d0652271dcd2d7dae893a65624387d471f17d15,0,Automatic Detection of Security Deficiencies and Refactoring Advises for Microservices,abstract,"The microservice architecture enables organizations to shorten development cycles and deliver cloud-native applications rapidly. However, it also brings security concerns that need to be addressed by developers. Therefore, security testing in microservices becomes even more critical. Recent research papers indicate that security testing of microservices is often neglected for reasons such as lack of time, lack of experience in the security domain, and absence of automated test environments. Even though several security scanning tools exist to detect container, containerized workload management (Kubernetes), and network issues, none individually is sufficient to cover all security problems in microservices. Using multiple scanning tools increases the complexity of analyzing findings and mitigating security vulnerabilities. This paper presents a fully automated test tool suite that can help developers address security issues in microservices and resolve them. It targets to reduce time and effort in security activities by encapsulating open-source scanning tools into one suite and providing improved feedback. The developed security scanning suite is named Pomegranate. To develop Pomegranate, we employed Design Science and conducted our investigation in Ericsson. We have evaluated our tool using a static approach. The evaluation results indicate that the Pomegranate could be helpful to developers by providing simplified and classified outputs for security vulnerabilities in microservices. More than half of the practitioners who give us feedback found Pomegranate helpful in detecting and mitigating security problems in microservices. We conclude that a fully automated test tool suite can help developers to address most security issues in microservices. Based on the findings in this paper, the direction for future work is to conduct a dynamic validation of Pomegranate in a live project.",,,,,,,,,
triple-093,0,Microservices Architecture,CONCEPT,EXTENDS,Monolithic Architecture,CONCEPT,2021,0.85,Microservices Architecture is amateur evolution of the Monolithic Architecture.,unique_normalized_exact_quote_match,e9f78cc559511112b8b41cacd28f7476f217802d,0,Security in Microservices Architectures,abstract,"Abstract A Microservice is a small or even micro independent process that communicates, acts, and returns via messages through lightweight mechanisms like Thrift, HTTP or RESTAPI. Microservices Architecture is amateur evolution of the Monolithic Architecture. Observing it in afunctional way, it is correct to claim that it breaks down complex applications into a simpler abstraction. As this research demonstrates, Microservices Architecture is intrinsically connected as a symbiosis with container-based deployment, because these containers have no need for embedded operating systems and calls are made for OS resources, via an application programming interface. It is safe to claim that this technology is currently the focus of modern developers nowadays. Semantically speaking, Microservices functionally deconstruct larger applications into smaller, discrete services, and containers are viewed as a natural compute platform for this architecture [1]. A single service is and can be represented by multiple containers in a Microservices cluster, each single service is designed to provide a specific set of functions while services act to makeup the entire application. It’s common in large application the decomposition into multiple arms of more than twenty services, although less can be commonly found as well [1]. The main objective of Microservices Architecture is to disassemble the core components of a given type of application [2]. This study could be done in multiple ways, all of them different because practically everybody has their specific way of looking at Microservices, but one aspect is the same cross mentalities, Security. So, the focus of this research is to expose the main security aspects of this specific architecture, in this cost-effective era.",,,,,,,,,
triple-094,382,API gateway,TOOL,IMPROVES,security of the front-end and back-end transmission data,CONCEPT,2021,0.9,"After the introduction of the API gateway, the API-level service operation authority can be controlled; the security of the front-end and back-end transmission data is improved",unique_normalized_exact_quote_match,3f7510f5e175698777c9e644ceb99d2490adbdf8,0,Design and Achievement of Security Mechanism of API Gateway Platform Based on Microservice Architecture,abstract,"To solve the current security problems of the microservice architecture, the security mechanism of the API gateway platform using the microservice platform is designed and implemented. To solve the corresponding security problems, a new API platform security mechanism is designed. In the data transmission, the hybrid encryption algorithm hybridized by encryption algorithm of Rivest Shamir Adleman (RSA) and encryption algorithm of Advanced Encryption Standard (AES) is used for data encryption. An API gateway between the client and the microservice is introduced as the only entrance for users to access the microservice, avoiding the complexity of the client logic caused by the direct communication between the client and the server. After the introduction of the API gateway, the API-level service operation authority can be controlled; the security of the front-end and back-end transmission data is improved without affecting the transmission performance. The algorithm designed takes longer time than the AES encryption algorithm, but shorter than the RSA encryption algorithm, which indicates that the time-consuming of the algorithm designed is acceptable, showing the feasibility of the algorithm. The content can provide an important theoretical basis for the security of API gateway platform of microservice architecture.",,,,,,,,,
triple-095,51,Microservices,METHOD,USES,DevOps culture,CONCEPT,2018,0.9,"by adapting to Agile methods, DevOps culture, cloud, Linux containers, and Continuous Integration/ Continuous Development methods",unique_normalized_exact_quote_match,e5188350d3c9a3958c766fd15a5d7f881e7a6b77,0,Microservices API Security,abstract,"—Microservices have become the hot term since 2014. This particular programming methodology involves an architectural approach that emphasizes the decomposition of applications into single purpose, with implementation via the Rest API. A new software development style that has grown from recent trends in software development/management practices, Microservices are composable, fine-grained modules which can be independently deployable and scaled both vertically and horizontally. This empowers the development, manageability and speed to the changing market by adapting to Agile methods, DevOps culture, cloud, Linux containers, and Continuous Integration/ Continuous Development methods. This paper will focus on the necessity for this methodology as well as it’s corresponding API security options needed for securing all of the back-end Microservices",,,,,,,,,
triple-096,557,unsupervised anomaly detection model,METHOD,IMPROVES,detection capability of unknown vulnerabilities,CONCEPT,2025,0.9,an unsupervised anomaly detection model using unsupervised learning with autoencoders to enhance the detection capability of unknown vulnerabilities.,unique_normalized_exact_quote_match,7a6ffced6c93e71105477ca0ad7c3dd9fb22d5fa,0,Enhancing Virtualization Security Through System Call-Based Anomaly Detection in Containers,abstract,"In the current era of micro-services, containerized applications face unprecedented security challenges due to shared kernels and limited isolation. This research proposes a container security framework based on monitoring system call sequences to detect anomalies in micro-service containers. We introduce a custom dataset named XXXX, which capture container captures system call sequences behavior in micro-services containers and simulated attacks. The framework includes real-time system call monitors, parsers, dashboards, and an unsupervised anomaly detection model using unsupervised learning with autoencoders to enhance the detection capability of unknown vulnerabilities. It leverages containerization benefits-simplicity, scalability, and automation. Our evaluation emphasizes false alarm rate and average detection time. Results show that the attack detection performance of most containers meets expectations, though the detection time of one subset had slightly longer detection time due to the intrinsic complexity of vulnerabilities. This work offers valuable insights for improving container security in microservice systems.",,,,,,,,,
triple-097,568,Blockchain implementation within a Microservices framework,METHOD,APPLIED_TO,ADS-B data verification,CONCEPT,2020,0.9,"In this paper, a Blockchain implementation within a Microservices framework for ADS-B data verification is proposed.",unique_normalized_exact_quote_match,aa77d5ad503788b3410c4833ffb4b278b5201c28,0,A Microservices Architecture for ADS-B Data Security Using Blockchain,abstract,"The use of Automatic Dependent Surveillance - Broadcast (ADS-B) for aircraft tracking and flight management operations is widely used today. However, ADS-B is prone to several cyber-security threats due to the lack of data authentication and encryption. Recently, Blockchain has emerged as new paradigm that can provide promising solutions in decentralized systems. Furthermore, software containers and Microservices facilitate the scaling of Blockchain implementations within cloud computing environment. When fused together, these technologies could help improve Air Traffic Control (ATC) processing of ADS-B data. In this paper, a Blockchain implementation within a Microservices framework for ADS-B data verification is proposed. The aim of this work is to enable data feeds coming from third-party receivers to be processed and correlated with that of the ATC ground station receivers. The proposed framework could mitigate ADS- B security issues of message spoofing and anomalous traffic data. and hence minimize the cost of ATC infrastructure by throughout third-party support.",,,,,,,,,
triple-098,435,MicroShieldEHR,TOOL,USES,OAuth2,TOOL,2026,0.95,"A micro-service based EHR system utilizing Service Mesh, OAuth2, and dynamic policy engines to enforce ZTS at service-level boundaries",unique_normalized_exact_quote_match,7be5143439b57d938d2934e7f7b2720fa2c7cd12,0,Enhancing Healthcare Systems Security Using Microservices and Zero Trust,abstract,"The goal of this study is to create a scalable and secure system for the healthcare system through the use of a combination of Microservice Architecture (MSA) and Zero Trust Security (ZTS). To do so, we have developed two innovative models: MediTrustNet - A Context-Aware Semantic/Syntactic Trust Assessment Model for preventing medical errors, and MicroShieldEHR - A ZTS-enabled micro-service-based Electronic Health Record (EHR) System. In addition, we simulate a health care environment in order to evaluate the performance of our integrated MediTrustNet and MicroShieldEHR system according to three evaluation criteria (Accuracy, Latency, Decision Quality) that each were constrained to meet the ZTS requirements. Our main contributions include: 1) A dual-layered trust assessment methodology that utilizes Word2Vec and BLEU to assess both the semantic and syntactic aspects of a user's access request in order to reduce medical errors and enhance the accuracy of the user's access; 2) A micro-service based EHR system utilizing Service Mesh, OAuth2, and dynamic policy engines to enforce ZTS at service-level boundaries; 3) A decision engine capable of generating real-time decisions that adhere to relevant legal frameworks (HIPAA, GDPR, AIDA). Our results show a maximum F1 score of 94.2% in determining high-risk requests with an average of only 190 ms of increased latency. The potential to greatly improve the protection of patient health data, the resilience of the system, and compliance with relevant regulations (such as HIPAA and GDPR) is present if our framework is applied to a production environment like that of a typical hospital network.",,,,,,,,,
triple-099,95,monolithic applications,CONCEPT,LACKS,flexibility,CONCEPT,2022,0.85,Such environment has several drawbacks related to flexibility and maintainability,unique_normalized_exact_quote_match,fb0262ce63a579b385fe11af143a4e3f43004429,0,Trusted Microservices: A Security Framework for Users' Interaction with Microservices Applications,abstract,"Microservices architecture emerges as a promising software design approach that provides large scale software systems with flexibility, scalability and fault tolerance. Moreover, it is considered a suitable design to be implemented using software containers provided with several cloud providers. However, microservices suffer from several security challenges that hinder its progress. The concept of microservices is to break down the system functionality to a number of small coherent services. Hence, using microservices as a design approach increases the security risks by expanding the risk surface. In contrast to microservices, monolithic applications are implemented as a bulk of codes using single programming language. Such environment has several drawbacks related to flexibility and maintainability, but limits security issues. On the other hand, microservices implementation uses several programming languages and frameworks to implement small units of system functionality. Such environment opens the door to new critical security issues. The proposed work introduces the problem of securing microservices and provides a novel approach to protect microservices applications from masquerade attacks. The proposed framework also provides high protection to users from malicious services. The framework was implemented using 150 software containers to define users' HTTP requests and a set of 20 microservices were tested to proof its applicability and benefits",,,,,,,,,
triple-100,336,distributed tracing technologies,TOOL,LACKS,real-time threat detection,CONCEPT,2025,0.85,The massive trace data with excessively redundant traces further complicates real-time threat detection,unique_normalized_exact_quote_match,639adbbe925620afa7594bfd2cf37b6c344f50e3,0,"Access Microservices with Zero-Knowledge, Path Certainty and Distributed Traceability",abstract,"The widespread adoption of Microservices Architecture (MSA) across industries has amplified trust, privacy, and security challenges. Due to its distributed nature, the growth in data-sharing rate among microservices increases privacy concerns. These are implicit privacy risks that users are unaware of, and they rarely realize when or how their private data has been exposed. For instance, fitness trackers can leak location data via third-party app installation, while photo-sharing apps may expose it through weak APIs. Existing distributed tracing technologies provide runtime monitoring, security solutions that rely on them are retrospective. The massive trace data with excessively redundant traces further complicates real-time threat detection, especially when data can travel beyond the intended destination. Our lightweight, preplanned path traversal platform ensures authentication without exposing private data, monitors service paths, and decentralizes trust. We demonstrate experimentally that the platform enhances privacy protection and guarantees absolute path certainty. Load testing on a microservices-based system with 750 simultaneous users achieved (100 %) accuracy in blocking unauthorized path deviation. Our theoretical analysis confirms robust protection, precise path planning, and effective monitoring-delivering privacy, security, and data integrity.",,,,,,,,,
triple-101,742,comparative benchmarking under various configurations,METHOD,APPLIED_TO,Web Application Firewall (WAF),TOOL,2025,0.85,"Additionally, it presents methods for evaluating the effectiveness of these mechanisms, including empirical testing in sandboxed environments, comparative benchmarking under various configurations",unique_normalized_exact_quote_match,d156af392e019f2e329a5a0d4f7dc8ea55fb4b6f,0,SOFTWARE SUPPLY CHAIN SECURITY ANALYSIS,abstract,"This article addresses the pressing issue of securing application programming interfaces (APIs) in cloud environments within the broader context of software supply chain protection. Given the widespread adoption of microservice architectures and open REST/GraphQL APIs, the need to defend APIs against attacks has become critically important. The paper presents a formalization of the software supply chain model, which serves as the basis for analyzing potential attack vectors at each stage of the chain — from the compromise of repositories, dependencies, and CI/CD servers to artifact storage and deployment environments. Special attention is given to two key security mechanisms: the Web Application Firewall (WAF) and the API Gateway. A comparative analysis is provided covering their functionality, request handling approaches, security levels, logging methods, and integration into cloud infrastructures. The study identifies that WAFs detect and block HTTP-level attacks — such as SQL injections, XSS, and CSRF — based on signatures or behavioral rules, while API Gateways act as intermediaries managing request routing, authentication, authorization, access policies, and API call control. The research findings demonstrate that WAFs and API Gateways are not interchangeable but should be used as complementary components. The article proposes a combined cloud-based API protection model in which the WAF provides perimeter control and the API Gateway enforces logical access control. Additionally, it presents methods for evaluating the effectiveness of these mechanisms, including empirical testing in sandboxed environments, comparative benchmarking under various configurations, and threat modeling. Finally, the paper outlines several unresolved challenges and directions for further research in API and CI/CD security within cloud environments.",,,,,,,,,
triple-102,294,policy-driven Zero Trust architecture,METHOD,PRODUCES,reducing the attack surface,FINDING,2023,0.9,"demonstrating its effectiveness in minimizing unauthorized access, preventing lateral movement, and reducing the attack surface.",unique_normalized_exact_quote_match,90223aef4fdea1a6b02d0576df3a478680af2865,0,Securing .Net Microservices Through Conditional Access and Zero Trust Principles using Azure AD and OAUTH2,abstract,"The increasing adoption of distributed microservices in enterprise applications has amplified the need for robust, identity-centric security frameworks. This thesis presents a policy-driven Zero Trust architecture for securing .NET-based microservices using Azure Active Directory (Azure AD), OAuth 2.0, and Conditional Access. The proposed approach leverages Microsoft Entra ID for centralized identity governance and employs Conditional Access policies to enforce real-time, risk-based access decisions. Fine-grained authorization is achieved through integration with OAuth 2.0 token scopes and claims, ensuring contextual access based on user identity, device compliance, location, and session risk signals. The framework is implemented within a cloud-native .NET Core microservices environment, utilizing Azure API Management for secure exposure and traffic mediation. Telemetry from Microsoft Defender for Cloud and Azure Monitor is integrated to dynamically adapt authorization rules, aligning access decisions with real-time threat intelligence. The system is validated through a series of controlled simulations, demonstrating its effectiveness in minimizing unauthorized access, preventing lateral movement, and reducing the attack surface. This research provides a practical and scalable methodology for implementing Zero Trust principles across modern .NET applications using Microsoft’s identity and cloud security ecosystem..",,,,,,,,,
triple-103,623,GraphQL,TOOL,COMBINES,Microservices,CONCEPT,2022,0.9,GraphQL is one of these with notable adoption as it is flexible and provides efficiency in data retrieval along with the ability to combine various microservices to a single schema.,unique_normalized_exact_quote_match,919ca3370b5a856f9d2e9930b73ac5cb70ccdc58,0,"Neural Component Libraries for Angular: AI-Generated, Self-Documenting UI Elements with Intelligent API Integration",abstract,"The high digitization of financial services has resulted in the formation of open banking ecosystems, which strongly use the services of modern API architecture. GraphQL is one of these with notable adoption as it is flexible and provides efficiency in data retrieval along with the ability to combine various microservices to a single schema. Federated software further builds on these advantages by allowing composition of a distributed architecture, where independent teams can build scalable services that can be federated into one unified API gateway. Nevertheless, this paradigm of architecture brings about fresh security threats such as attacks of complexity of the algorithm. Such attacks use the computation cost of richly nested or semantically expensive GraphQL queries as a denial-of-service by consuming resources on a server. Algorithms complex attacks are contrasted to traditional volumetric attacks since they are not based on a high request volume. Rather, attackers design few queries that result in computationally intensive operations, including recursive field resolutions, cross-service joins and deep search through the graphs. The attacks are more harmful in the federated GraphQL contexts employed in open banking systems since the queries can spread to more than one backend service, magnifying the processing cost. Therefore, a small number of malicious queries can reduce the output of the system and damage the service provision. Mitigation mechanisms implemented are commonly based on query depth limit, query cost analysis or more traditional rate limiting mechanism. These strategies are somewhat protective, though they have a number of shortcomings. Deep basis limiting can regularly hinder real and harmless inquiries that are needed to carry out the financial analysis. In distributed microservices, query cost estimation mechanisms are hard to reason. Traditional rate limiting strategies are based more on number of requests as opposed to the number of calculations to make. Consequently, the attackers are able to overcome such defenses by placing low-frequency yet costly queries. In order to solve these problems, this paper suggests a new security system, which is named Depth-Bounded Semantic Rate Limiting (DBSRL). The suggested approach involves analysis of structural query and semantic cognition of costs of query execution in order to dynamically control API access. As opposed to conventional methods that only use measures relating to the syntactic depth, DBSRL uses both query depth and semantic complexity as based on resolver execution patterns and dependencies between services. With a combination of both of these measures into an adaptive rate limiting system, the system is capable of tracking and prevent algorithmic complexity attacks without causing discommonly high performance with the intent of targeting legitimate users.",,,,,,,,,
triple-104,500,fifteen machine/deep learning models,METHOD,EVALUATES_ON,"average precision, recall, F1-score, AUC, and G-mean",METRIC,2021,0.9,"We found that all the models can effectively identify security discussions: an average precision of 84.86%, recall of 72.80%, F1-score of 77.89%, AUC of 83.75% and G-mean 82.77%.",unique_normalized_exact_quote_match,a0eba00e24181e1010b0f3913af128b0b9bf8e21,0,Automated Identification of Security Discussions in Microservices Systems: Industrial Surveys and Experiments,abstract,"Lack of awareness and knowledge of microservices-specific security challenges and solutions often leads to ill-informed security decisions in microservices system development. We claim that identifying and leveraging security discussions scattered in existing microservices systems can partially close this gap. We define security discussion as ""a paragraph from developer discussions that includes design decisions, challenges, or solutions relating to security"". We first surveyed 67 practitioners and found that securing microservices systems is a unique challenge and that having access to security discussions is useful for making security decisions. The survey also confirms the usefulness of potential tools that can automatically identify such security discussions. We developed fifteen machine/deep learning models to automatically identify security discussions. We applied these models on a manually constructed dataset consisting of 4,813 security discussions and 12,464 non-security discussions. We found that all the models can effectively identify security discussions: an average precision of 84.86%, recall of 72.80%, F1-score of 77.89%, AUC of 83.75% and G-mean 82.77%. DeepM1, a deep learning model, performs the best, achieving above 84% in all metrics and significantly outperforms three baselines. Finally, the practitioners' feedback collected from a validation survey reveals that security discussions identified by DeepM1 have promising applications in practice.",,,,,,,,,
triple-105,464,proposed architecture,METHOD,APPLIED_TO,SDN-microservices environments,CONCEPT,2026,0.95,"Securing SDN-microservices environments requires a coherent orchestration of identity, authentication, and authorization policies. This paper proposes an architecture integrating FreeIPA",unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,"Securing SDN-microservices environments requires a coherent orchestration of identity, authentication, and authorization policies. This paper proposes an architecture integrating FreeIPA for centralized identity management, Keycloak for federated authentication using OAuth2/OIDC, Open Policy Agent for declarative policy-as-code authorization, and VXLAN for multitenant network segmentation. The proposed approach ensures end-to-end, multi-layer governance, ranging from applicationlevel access control to the orchestration of the SDN control plane via RESTCONF. Experimental validation in a distributed environment demonstrates the effective integration of federated authentication, dynamic policy evaluation based on JWT claims, and network isolation with 0% inter-tenant leakage. The results confirm the feasibility of secure orchestration aligned with Zero Trust principles, providing a modular and extensible solution for cloud-native SDN-microservices infrastructures.",,,,,,,,,
