item_id,title,abstract,publication_year,reviewer_1_decision,reviewer_2_decision,adjudicated_decision,exclusion_reason,comments
screen-172,Using Context-Aware and Identity-First Defense in Zero Trust Security Architecture to Protect Cyberspace,"With the increasing sophistication and frequency of cyberattacks, traditional perimeter-based security models have become obsolete. Zero Trust Security Architecture (ZTSA) offers a transformative approach by enforcing the principle of ""never trust, always verify."" This paper presents a comprehensive framework that integrates context-aware security and identity-first defense within ZTSA to enhance the protection of digital infrastructures. Context-aware mechanisms continuously evaluate factors such as user behavior, device health, location, and access timing to make dynamic access decisions. In parallel, identity-first defense positions verified identity as the core element of security, ensuring that access to resources is granted only after strict authentication and authorization checks. The proposed model leverages continuous monitoring, adaptive policy enforcement, and risk-based access control to minimize attack surfaces and prevent unauthorized lateral movement. Experimental evaluations demonstrate that this integrated approach significantly improves detection of anomalous behavior and resistance to advanced persistent threats (APTs) and insider attacks. The solution supports scalability and compliance in complex enterprise environments, providing a future-ready blueprint for cyber defense. By aligning identity and context in real-time, this strategy strengthens the core principles of Zero Trust and ensures more resilient cybersecurity frameworks.",2025,,,,,
screen-173,"Characterizing Vulnerabilities in Microservices: Source, Age and Severity","Microservices architecture has become a popular choice for developing scalable, cloud-native applications because of its modularity. However, this architecture introduces unique security risks due to its distributed nature and dependency management requirements. While existing literature has investigated some security challenges and proposed mitigation strategies, there is a lack of comprehensive research on the security vulnerabilities present within systems using this architecture. To bridge this gap, we used three vulnerability detection tools to analyze security vulnerabilities across 30 open-source microservices projects from GitHub, identifying three sources of vulnerabilities: ‘application code’, ‘dependencies’, and ‘container configurations’. Vulnerabilities related to request and data handling were most common, stemming from container misconfigurations and outdated dependencies. Dependency-related vulnerabilities are new but most fall into pre-established CWE and OWASP top 10 categories. Most of the detected vulnerabilities fall under a severity of medium to high. While the emergence of microservices has not introduced new vulnerabilities, the severity of existing vulnerabilities urges developers to implement secure data and request handling, address container misconfigurations, and update dependencies timely.",2025,,,,,
screen-174,Security Challenges and Solutions in Containerized Environments: A Comprehensive Review,"The widespread adoption of containerization technologies has introduced novel security challenges that require systematic investigation and innovative mitigation strategies. This paper presents a comprehensive review of contemporary research on security aspects of containerized systems and microservices. We analyze current literature through a structured framework that encompasses container vulnerabilities, kernel security, network protection mechanisms, security management frameworks, and specialized containerization solutions. Our systematic review identifies critical security challenges in containerized environments, including image vulnerabilities, kernel isolation deficiencies, network attack vectors, policy management complexities, and specialized deployment security concerns. We examine state-of-the-art detection systems, protective mechanisms, and analytical tools designed to address these security challenges, highlighting both recent advancements and persistent gaps. This review contributes a holistic understanding of the containerized security landscape and identifies promising research directions for enhancing security in increasingly distributed and containerized computing ecosystems.",2025,,,,,
screen-175,On the Impacts of Shared-Resource Contention on Intrusion Detection Systems based on Performance Monitoring,"Modern embedded systems integrate software components onto a single computing platform to meet stringent non-functional requirements of cost, space, weight, and power consumption, amongst others. Moreover, the growing demand for computational power pushed for the adoption of multicore platforms. At the same time, those platforms are often connected to the external world to support a variety of applications. In this context, Machine Learning-based Intrusion Detection Systems (IDS) are of significant importance to guarantee the system’s security during its operation. One approach to be adopted by IDS is to model the behavior of the applications on an embedded system through Performance Monitoring Counters (PMC) and operate during runtime by detecting deviations to the modeled behavior. Notwithstanding, the execution of multiple tasks onto the same multicore platform often incurs shared-resource contention between tasks, which may impair the execution of software components and possibly affect the behavior observed through PMC. In this paper, we assess the impacts of lacking proper resource isolation mechanisms on multicore embedded systems over two Machine Learning-based Intrusion Detection Systems (IDS) solutions that rely on PMC. We use a relevant dataset in the scope of embedded systems control with both tasks monitored while executing without and with the interference of shared-resources contention. Results demonstrate that the lack of isolation can lead to the IDS mechanism losing the ability to recognize the behavior of target software components.",2024,,,,,
screen-176,Hybrid Runtime Detection of Malicious Containers Using eBPF,": As containerized environments become increasingly prevalent in cloud-native infrastructures, the need for effective monitoring and detection of malicious behaviors has become critical. Malicious containers pose significant risks by exploiting shared host resources, enabling privilege escalation, or launching large-scale attacks such as cryptomining and botnet activities. Therefore, developing accurate and efficient detection mechanisms is essential for ensuring the security and stability of containerized systems. To this end, we propose a hybrid detection framework that leverages the extended Berkeley Packet Filter (eBPF) to monitor container activities directly within the Linux kernel. The framework simultaneously collects flow-based network metadata and host-based system-call traces, transforms them into machine-learning features, and applies multi-class classification models to distinguish malicious containers from benign ones. Using six malicious and four benign container scenarios, our evaluation shows that runtime detection is feasible with high accuracy: flow-based detection achieved 87.49%, while host-based detection using system-call sequences reached 98.39%. The performance difference is largely due to similar communication patterns exhibited by certain malware families which limit the discriminative power of flow-level features. Host-level monitoring, by contrast, exposes fine-grained behavioral characteristics, such as file-system access patterns, persistence mechanisms, and resource-management calls that do not appear in network metadata. Our results further demonstrate that both monitoring modality and preprocessing strategy directly influence model performance. More importantly, combining flow-based and host-based telemetry in a complementary hybrid approach resolves classification ambiguities that arise when relying on a single data source. These findings underscore the potential of eBPF-based hybrid analysis for achieving accurate, low-overhead, and behavior-aware runtime security in containerized environments, and they establish a practical foundation for developing adaptive and scalable detection mechanisms in modern cloud systems.",2025,,,,,
screen-177,From Packets to Defense: Architectural Patterns in eBPF-Based Intrusion Detection,"The extended Berkeley Packet Filter (eBPF) has emerged as a transformative in-kernel programmable framework enabling secure, low-latency packet processing in modern Linux systems. By supporting verified bytecode execution, eBPF provides fine-grained kernel observability and enforcement previously inaccessible to userspace tools, driving widespread adoption in network intrusion detection and prevention.This paper presents the first structured taxonomy of eBPF-based intrusion detection systems, systematically categorizing academic research and production frameworks. We organize systems into three principal domains: traffic monitoring and flow analysis, anomaly detection integrated with machine learning methods, and active defense mechanisms for runtime prevention. Through analysis of representative systems including eIDPS, iKern, Cilium, and Falco, we identify recurring architectural patterns, deployment trade-offs, and kernel-user orchestration models. Our comparative evaluation reveals critical design tensions between throughput efficiency, detection depth, and resource overhead. We discuss persistent challenges including verifier constraints, cross-kernel portability, machine learning integration complexity, and privacy-preserving telemetry, concluding with research directions in adaptive orchestration, SmartNIC offloading, and verifier-safe primitives for advancing programmable kernel-level security.",2025,,,,,
screen-178,A Fault and Intrusion Tolerance Framework for Containerized Environments: A Specification-Based Error Detection Approach,"Container-based virtualization has gained momentum over the past few years thanks to its lightweight nature and support for agility. However, its appealing features come at the price of a reduced isolation level compared to the traditional host-based virtualization techniques, exposing workloads to various faults, such as co-residency attacks like container escape. In this work, we propose to leverage the automated management capabilities of containerized environments to derive a Fault and Intrusion Tolerance (FIT) framework based on error detection-recovery and fault treatment. Namely, we aim at deriving a specification-based error detection mechanism at the host level to systematically and formally capture security state errors indicating breaches potentially caused by malicious containers. Although the paper focuses on security side use cases, results are logically extendable to accidental faults. Our aim is to immunize the target environments against accidental and malicious faults and preserve their core dependability and security properties.",2022,,,,,
screen-179,Spatiotemporal Conditioning With Dynamic Multihead Attention for IoT Intrusion Detection,"The rapid proliferation of Internet of Things (IoT) devices has transformed modern infrastructures, yet their inherently distributed and dynamic nature poses significant challenges for cybersecurity. Traditional intrusion detection systems (IDSs) often rely on static models or linear temporal analysis, which makes them insufficient to identify and respond to evolving threats that manifest across both spatial and temporal dimensions. Furthermore, existing attention-based mechanisms tend to treat spatial and temporal dependencies separately and apply fixed attention weights, limiting their adaptability in complex IoT environments. To address these limitations, we propose, a novel IDS framework incorporating a spatiotemporal conditioning using multihead attention with dynamic weighting (STC-MHA-DW) mechanism. This module captures contextual interdependencies across both spatial features and temporal windows by leveraging head-wise adaptive projections, enabling the model to dynamically reweight attention based on surrounding threat context. The temporal encoder is built using a dual-stage gated mechanism that processes both short-term fluctuations and long-term dependencies, while the attention layer refines representations through localized spatiotemporal salience. We also introduce a scalable, cloud-native deployment architecture using microservices and containerization to ensure efficient performance under dynamic network loads. Experimental evaluations show that the proposed ids achieves the highest detection accuracy of 99.84%, precision of 99.47%, recall of 98.83%, and f1-score of 99.14% with a very-low false alarm rate, outperforming existing models.",2025,,,,,
screen-180,A Trust Score Driven Zero Trust Architecture Model for Enhanced IoT Security,"The rapid expansion of Internet of Things (IoT) networks has introduced complex security challenges that tra-ditional perimeter-based security models struggle to address ef-fectively. These vulnerabilities necessitate innovative approaches to safeguard interconnected IoT ecosystems. While Zero Trust Architecture (ZTA) has shown promise in enhancing security for various networked environments, its application to IoT contexts remains limited. Current IoT security strategies often lack the dynamic, context-aware security measures required to combat sophisticated threats in highly distributed systems. We develop a novel trust score model integrated with ZTA principles for IoT networks. Our approach implements continuous authentication, least privilege access, and micro-segmentation within an IoT testbed. We expand security analysis through a trust scoring system, behavioral monitoring, and a zero trust policy engine. Our methodology includes enhancing a router with a software-defined perimeter to enforce ZTA principles and dynamic access controls based on device trust scores. This work provides crucial insights into the practical application of trust score-based ZTA in IoT environments. We contribute to the field by offering a scalable, efficient Zero Trust framework specifically adapted for IoT, along with concrete implementation guidelines. Our work advances IoT security practices by introducing a more dynamic, context-aware approach to threat mitigation, paving the way for more robust and adaptive security measures in the rapidly evolving IoT landscape.",2025,,,,,
screen-181,Evaluating Zero Trust Security Models for Fintech Cloud Infrastructures,"The rapid adoption of cloud technologies in the financial technology (Fintech) sector has redefined how data, applications, and services are managed across distributed environments. However, this transformation has also introduced new security challenges that traditional perimeter-based models fail to address effectively. The Zero Trust Security Model (ZTSM), founded on the principle of “never trust, always verify,” offers a robust framework to mitigate threats in complex cloud ecosystems. This paper evaluates the applicability, effectiveness, and limitations of Zero Trust architectures within Fintech cloud infrastructures. Using a comparative assessment of leading cloud service providers and security frameworks, the study identifies key control mechanisms—such as continuous authentication, micro-segmentation, and identity-aware access control—that enhance resilience against insider and external threats. The evaluation integrates both qualitative and quantitative data from case studies and security audits conducted across multiple Fintech organizations. Findings reveal that ZTSM implementation significantly reduces unauthorized access incidents and improves compliance with financial data protection regulations. The paper concludes with strategic recommendations for Fintech firms seeking to integrate Zero Trust principles into hybrid and multi-cloud deployments while balancing performance, scalability, and regulatory compliance.",2024,,,,,
screen-182,Host-Based Intrusion Detection for Industrial Control Systems,"Industrial Control Systems (ICS) are increasingly vulnerable to cyberattacks, particularly those that circumvent standard Network-Based Intrusion Detection Systems (NIDS) and manipulate control logic. The present investigation looks at a unique technique for improving ICS security: effectively incorporating lightweight Host-Based Intrusion Detection Systems (HIDS) into Programmable Logic Controllers (PLCs). This technique provides a more comprehensive and rapid degree of security through monitoring device activity in real time. The methodology uses formal specification methods to generate attributes from industrial control logic and regulations that can be verified at runtime. A simplified runtime monitor is built into the PLC's scanning cycle to ensure it meets real-time operating requirements. The approach is tested on the G-ICS testbed, establishing groundwork for hybrid detection methods that integrate host and network-level alerts for enhanced anomaly detection and system resilience.",2025,,,,,
screen-183,ImmuCheck: Selective Immutability for Container Escape Detection in Containerized Microservices,"Container escape attacks break isolation boundaries, granting threat actors code execution on the underlying host and potentially full control over the entire cluster. Existing runtime defenses exhibit an inherent trade-off. Anomaly- and provenance-based detection mechanisms achieve broad escape detection, yet incur substantial operational costs due to model retraining requirements or system-wide provenance capture. In contrast, industry rule-based detectors avoid these costs but offer limited detection coverage. We introduce a container escape detection approach that breaks this trade-off, offering broad detection coverage without operational costs. Our key insight is that container escape attacks commonly involve filesystem writes, violating the immutable state expected in microservices. While enforcing strict immutability can expose such behavior, microservices sometimes perform legitimate writes for ephemeral operations (e.g., logging), making blanket immutability impractical. Our system, ImmuCheck, instead applies selective immutability, automatically inferring legitimate write regions during initialization and flagging subsequent writes outside these regions as potential escape attempts. We evaluate our approach across 12 escape scenarios spanning five microservices-based applications from major cloud providers. ImmuCheck achieves 99.22% precision and 100% recall, with low overhead, no retraining requirements, and timely detection.",2026,,,,,
screen-184,Adaptive Zero-Trust Security Frameworks Powered by Explainable Artificial Intelligence for Real-Time Threat Detection in Distributed Cloud Environments,"This paper discusses how adaptive zero-trust security models can be integrated with explainable artificial intelligence (XAI) to improve real-time threat detection in the distributed cloud space. It meets the requirement of scalable, transparent, and efficient security that will help fight advanced cyber threats on dynamic cloud architectures. The methodology will entail the application of XAI-driven zero-trust design to determine their functionality in detecting, preventing, and predicting their possible security violations. Using a combination of simulations and case studies, findings suggest that threat detection accuracy was significantly improved, false-positive rates were minimized, and incident response times were shortened. The adaptive framework dynamically adapts the security policies to changing threat landscapes, whereas the explainable AI component offers transparency in decision-making, which makes users trust and be accountable. The results have an important role in cybersecurity as they provide a powerful, understandable strategy to protect distributed cloud infrastructures in real-time.",2026,,,,,
screen-185,"Security, Privacy and Challenges in Microservices Architecture and Cloud Computing- Survey","Security issues in processor architectures remain really critical since users and devices continue to share computing as well as networking resources. So, preserving data privacy in such an environment is really a critical concern. We know that there is a continuous growth in security and privacy issues that need to be addressed. Here, we have chosen a microservice architecture, which is a small or even an independent microprocess that interacts, acts, and responds to messages via lightweight technologies such as Thrift, HTTP, or REST API.",2022,,,,,
screen-186,SECURITY ISSUES OF CONTAINERIZATION OF MICROSERVICES,"Abstract. Microservices architecture has become known for its scalability and flexibility in recent years. Containerization of microservices using technologies such as Docker and Kubernetes have increased the efficiency of application deployment. However, this technological change has raised questions about the impact of containerization on security. This paper discusses various security aspects in the context of microservices containerization, including security, reliability, and data integrity. We explore challenges, best practices, and emerging trends affecting the security of containerized microservices. 
Keywords: Docker, Kubernetes, сontainerization, microservices.",2023,,,,,
screen-187,Enhancing Virtualization Security Through System Call-Based Anomaly Detection in Containers,"In the current era of micro-services, containerized applications face unprecedented security challenges due to shared kernels and limited isolation. This research proposes a container security framework based on monitoring system call sequences to detect anomalies in micro-service containers. We introduce a custom dataset named XXXX, which capture container captures system call sequences behavior in micro-services containers and simulated attacks. The framework includes real-time system call monitors, parsers, dashboards, and an unsupervised anomaly detection model using unsupervised learning with autoencoders to enhance the detection capability of unknown vulnerabilities. It leverages containerization benefits-simplicity, scalability, and automation. Our evaluation emphasizes false alarm rate and average detection time. Results show that the attack detection performance of most containers meets expectations, though the detection time of one subset had slightly longer detection time due to the intrinsic complexity of vulnerabilities. This work offers valuable insights for improving container security in microservice systems.",2025,,,,,
screen-188,Network Security with Network Intrusion Detection System using Machine Learning Deployed in a Cloud Infrastructure,"A software/device which monitors the network or the internet for any cyber-attack or malicious activity is called Network Intrusion Detection System (NIDS). The conventional detection systems are limited to slow detection and have to be monitored by a network engineer. This research study has attempted to improve the conventional detection systems by including powerful machine learning algorithm to the software thereby increasing its accuracy and preventing the need of a network engineer. The proposed study has used NSLKDD dataset, which has many independent features for different cyber-attacks. The data is pre-processed in order to make the data fit for the algorithm. The most important features are selected using feature selection. The model is trained using different machine learning algorithms. The accuracies of these algorithms are evaluated, and the validation metrics are calculated for the models. The trained model with best accuracy is containerized using Docker to make it machine/operating-system independent. This containerized model is stored in Docker repository. It is deployed into a cloud service provider which has many machine learning dependencies assisting the detection system. In the cloud, a virtual machine is created with required memory and processing unit. The detection system which is in Docker repository as a container is deployed into the cloud. After successful deployment, the user is provided with an Application Programming Interface (API). The user can connect to the internet and use the Network Intrusion Detection System via API to detect any attacks present in the network and secure the devices/software in the network.",2022,,,,,
screen-189,Innovations in Zero-Trust Security for Large-Scale Cloud Infrastructures,"This article reflects the current advances in the Zero-Trust security architectures of the business-scale cloud infrastructure. Rising above the old concept of using a perimeter to control security, the Zero-Trust concept is designed on the basis of never trust, always verify, which allows an organization to have strong security in the ever-distributed computing environment. The innovations mentioned consist of fine-grained policy controls adapting to real-time risk assessments on many dimensions, automated threat containment to significantly decrease response times, and context-aware authorization frameworks that consider access requests based on wide situational knowledge. Its implementation architecture is based on the microservices approach, which has specialized components that communicate using standardized APIs and can be deployed in a modular fashion and improved in an incremental manner. Future research directions involve quantum-resistant cryptography, behaviorally verifiable biometrics, privacy-preserving verification, autonomous security systems, and long-range device attestation in the IoT setting. All of these innovations enhance the defenses of enterprises against a sophisticated range of cyber attacks and enable safe digital transformation with effective data protection, which addresses the difficulties of complex hybrid environments, where the traditional boundaries have likely long since been disregarded.",2025,,,,,
screen-190,Quantum-Federated Threat Detection in Multi-Cloud Data Lakes: A Zero-Trust Security Approach,"The rapid evolution of cyberattacks across globally distributed cloud infrastructures demands security architectures that are resilient, collaborative, and resistant to emerging quantum-era threats. Traditional centralized threat detection pipelines struggle to scale across heterogeneous cloud platforms and often violate compliance or data residency requirements. This paper introduces a unified Quantum-Federated Learning framework designed explicitly for multi-cloud data lakes operating under zero-trust principles. The proposed system enables decentralized threat intelligence sharing without exposing raw telemetry, while quantum-safe protections ensure long-term cryptographic durability against future adversaries. A vertically layered architecture combines federated learning, post-quantum encryption, secure multi-cloud coordination, and autonomous response mechanisms to deliver real-time anomaly detection at scale. Through workflow analysis, architectural decomposition, and threat modeling, the paper demonstrates how quantum-federated pipelines enhance detection coverage, reduce model staleness, and maintain consistent security posture across cloud boundaries. The framework positions itself as a practical blueprint for next-generation cyber defense in environments where distributed operations, high-volume telemetry, and stringent compliance requirements intersect.",2025,,,,,
screen-191,Enhancing Trust in Digital Philanthropy: Design and Validation of an Integrated Multi-Role Donation Platform,"The rapid evolution of digital payment systems has transformed charitable giving; however, many existing platforms continue to suffer from fragmented user experiences and limited transparency. This paper presents the design and validation of an All-in-One Donation Platform developed using the MERN stack (MongoDB, Express.js, React.js, Node.js) and integrated with the Razorpay payment gateway. The proposed system addresses key industry gaps by supporting four distinct roles-Administrator, NGO, Company, and Donor-each equipped with role-specific dashboards and functionalities such as campaign management, secure donations, and real-time reporting. To ensure data integrity and security, the platform implements JSON Web Token (JWT)-based authentication, bcrypt-based password hashing, and role-based access control. The integration of Razorpay's API enables secure transactions via UPI, credit/debit cards, and digital wallets. Performance evaluation demonstrates reliable handling of 100 concurrent users with an average response time of 1.2 seconds and a 97.9% test case pass rate. User acceptance testing further indicates high usability, achieving an overall satisfaction score of 8.2/10. These results confirm that the proposed platform delivers a scalable, secure, and transparent solution that enhances trust and efficiency in digital philanthropy.",2026,,,,,
screen-192,A FastAPI-Based Scalable ML Prediction Microservice for Real-Time Anomaly Detection in ONAP-Enabled Network Security,"In the era of increasingly complex and dynamic networks, traditional rule-based security systems struggle to keep up with emerging threats. Open Network Automation Platform (ONAP) offers a flexible orchestration and management framework that enables closed-loop automation. This article presents a scalable machine learning prediction microservice implemented with FastAPI, aimed at detecting anomalies in network traffic and integrate seamlessly with ONAP via the data collection, analytics, and events framework. Our solution supports real-time prediction through containerized deployment, achieving low-latency inference and facilitating automated response through ONAP's policy framework. The evaluation underscores the system's effectiveness in detecting command-and-control traffic patterns using packet-length features, demonstrating that lightweight packet-level features can enable accurate and efficient anomaly detection, and highlighting the framework's applicability to real-world deployments, particularly in next-generation communication environments, such as 6G and low-Earth orbit satellite systems.",2026,,,,,
screen-193,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,"The new digital ecosystems are being based on cloud environments but they are highly vulnerable to the shifts in cyber threat, which can take advantage of the stationary trust models, loose access rules and encryption functions that hangs in the air with the advent of quantum computing. The traditional models of perimeter based security fail to operate in highly dynamic cloud environments with insider based mauling, cross-lateral mauling and the zero day mauling bypassing the traditional security models. In this work, A Self-evolving Zero-Trust Model of Adaptive Cloud security with AI-based Threat Mitigation and Quantumresilient Encryption is introduced and is capable of addressing these emerging problems. AZTEM eliminates the implicit trust, validating and permitting all user, device, and microservice relations through the utilization of a contextsensitive trust engine that is reinforced by reinforcement learning algorithms. To counter the rapid adaptations of attack vectors, the system relies on the deep-learning-based anomaly detection methods such as LSTM-based sequence classifiers on cloud workload telemetry, network flow logs, and publicly accessible datasets (UNSW-NB15 and CICIDS2018). An adaptive policy controller is the basis of dynamic orchestration of mitigation strategies and uses AI-based response mechanisms to quarantine, reroute, or restrict malicious sessions in real time. Besides, the model includes quantum-resilient encryption that extends the protection of both data-at-rest and data-in-transit by using lattice cryptography to secure quantum decryption threats where confidentiality is ensured at the long-term scale. An initial deployment of AWS on Kubernetes clusters demonstrated that threat detection accuracy and false positives decreased by 27 percent and 34 percent respectively over a baseline zero-trust deployment, and performance overhead is less than 8 percent. Its application in adversarial context was assessed through measures such as precision, recall, F1-score and confidence intervals and proved it to be qualified. The architecture is not only making the cloud more resilient to the present, and the infrastructures of the quantum age impervious to the threats of the quantum age, but it is also providing businesses, governments and hard-to-secure areas in need of cloud security without a trade-off an ethical and scaleable and deployment-ready path.",2025,,,,,
screen-194,Secure Authentication and Authorization Mechanisms for Full Stack Web systems,"As things keep transforming in this digital ecosystem, full stack web application vulnerable to more security threats than ever before. It’s necessary to put stronger authentication and authorization techniques in place to prevent leakage of sensitive database. The current secured authentication and authorization schemes developed for full stack web apps and why they help prevent cyber-crime such as unauthorized access, impersonation, session hijacking, privilege escalation, etc. The research also investigates widely employed web authentication techniques, namely MFA, JWT, OAuth 2.0, and OpenID Connect. Decentralized web applications are assessed for their pros and cons. The document will also look at the role-based controlling (RBA), attribute-based managing (ABA) and the policy-driven managing mechanisms that can support fine-grained permit management in client-server structuring. The paper also discusses the necessary secure implementing strategies for modern full stack stacks (MERwN, MEAN, LAMP etc.). It examines secure session management, the implementation of communication encryptions (TLS/SSL), the building and implementation of API gateways, and protection against OWASP top 10 vulnerabilities (2022). It also examines secure coding methods and identity management frameworks. Through comparative analysis, the research paper analyses the effectiveness, scalability as well as performance trade-offs of various realistic web applications authentication and authorisation mechanisms/deployment strategies. It shows that the token-based authentication and the context-aware authorization give an enhanced security to any system. The paper’s contribution is that it provides a reasonable understanding of secure identity management in full stack system. It offers some concrete suggestions to the designers and system architects for resilient, secure, and scalable design of web applications in contemporary threat environment.",2026,,,,,
screen-195,Kubernetes runtime security framework: Integrated detection and automated remediation workflow,"This article presents a comprehensive framework for implementing runtime security and automated remediation in Kubernetes environments. It addresses the growing security challenges faced by organizations adopting containerized architectures by examining Falco's capabilities for real-time threat detection through system call analysis and rule-based anomaly detection. The integration between Falco and Argo's event-driven automation tools creates a proactive security alert and remediation system that can automatically respond to detected threats. The article details implementation considerations, performance impacts, and integration strategies with existing security infrastructure. It highlights significant improvements in threat detection, incident response times, and compliance capabilities while identifying emerging trends and research opportunities in the evolving field of Kubernetes runtime security. The proposed framework provides organizations with a structured approach to enhance their security posture through continuous monitoring and automated response mechanisms.",2025,,,,,
screen-196,Research and application of zero trust security defense model based on proactive defense concept,"With the emergence of new technologies such as cloud computing and mobile working, network boundaries have become increasingly indeterminate, and cybersecurity threats have grown more complex and diverse. Traditional defense mechanisms often struggle to deal with new types of attacks such as Advanced Persistent Threats (APT). Based on an analysis of the limitations of traditional boundary defense architectures and an explanation of the Zero Trust concept and its advantages, this paper proposes a comprehensive Zero Trust security defense model using the concept of proactive defense under the background of the cybersecurity needs of university informatization work. This model encompasses identity authentication, access control, behavior analysis and endpoint security, aiming to provide comprehensive protection for network resources and data. Finally, to promote the practical implementation of the Zero Trust concept in universities, a design scheme for key components of the Zero Trust security defense model is proposed. This scheme can provide feasible solutions and implementation guidelines for universities to enhance their network security defense capabilities.",2026,,,,,
screen-197,Enhancing IoT Security with Zero-Trust Architecture: A Model Leveraging Blockchain and AI Capabilities,"The IoT ecosystem consists of many interconnected devices, like sensors, actuators, and smart systems, integral parts of many industries and their everyday applications. Operating with limited computational power and memory, these devices are highly vulnerable to cyber-attacks. Traditional Perimeter security systems no longer suffice to defend against these vulnerabilities due to their implicit trust models. This study describes the implementation of a Zero Trust Architecture (ZTA) for the Internet of Things (IoT) as a critical solution to the rapidly increasing cybersecurity threats in IoT environments. This study aims to develop an architecture that provides continuous and autonomous security for IoT devices and a scalable, AI-driven solution for securing IoT systems. The added blockchain-enabled trust mechanisms guarantee the integrity and authenticity of data across the IoT network. The research deploys proof-of-concept Zero Trust architecture for IoT environments that can be adapted for various industries, with significant security improvements. This architecture will provide a proactive and scalable solution for managing IoT security by automating trust evaluation and policy enforcement processes.",2025,,,,,
screen-198,Design and Achievement of Security Mechanism of API Gateway Platform Based on Microservice Architecture,"To solve the current security problems of the microservice architecture, the security mechanism of the API gateway platform using the microservice platform is designed and implemented. To solve the corresponding security problems, a new API platform security mechanism is designed. In the data transmission, the hybrid encryption algorithm hybridized by encryption algorithm of Rivest Shamir Adleman (RSA) and encryption algorithm of Advanced Encryption Standard (AES) is used for data encryption. An API gateway between the client and the microservice is introduced as the only entrance for users to access the microservice, avoiding the complexity of the client logic caused by the direct communication between the client and the server. After the introduction of the API gateway, the API-level service operation authority can be controlled; the security of the front-end and back-end transmission data is improved without affecting the transmission performance. The algorithm designed takes longer time than the AES encryption algorithm, but shorter than the RSA encryption algorithm, which indicates that the time-consuming of the algorithm designed is acceptable, showing the feasibility of the algorithm. The content can provide an important theoretical basis for the security of API gateway platform of microservice architecture.",2021,,,,,
screen-199,Authentication and Authorization in Microservices Architecture: A Systematic Literature Review,"The microservice architectural style splits an application into small services, which are implemented independently, with their own deployment unit. This architecture can bring benefits, nevertheless, it also poses challenges, especially about security aspects. In this case, there are several microservices within a single system, it represents an increase in the exposure of the safety surface, unlike the monolithic style, there are several applications running independently and must be secured individually. In this architecture, microservices communicate with each other, sometimes in a trust relationship. In this way, unauthorized access to a specific microservice could compromise an entire system. Therefore, it brings a need to explore knowledge about issues of security in microservices, especially in aspects of authentication and authorization. In this work, a Systematic Literature Review is carried out to answer questions on this subject, involving aspects of the challenges, mechanisms and technologies that deal with authentication and authorization in microservices. It was found that there are few studies dealing with the subject, especially in practical order, however, there is a consensus that communication between microservices, mainly due to its individual and trustworthy characteristics, is a concern to be considered. To face the problems, mechanisms such as OAuth 2.0, OpenID Connect, API Gateway and JWT are used. Finally, it was found that there are few open-source technologies that implement the researched mechanisms, with some mentions of the Spring Framework.",2022,,,,,
screen-200,"Zero Trust Networks and Federated Unlearning Based 6G Edge Networks: Attack Scenario, Security Model and Future Directions","The dynamic interplay between federated learning (FL) and federated unlearning (FU) introduces vulnerabilities, particularly the slow poisoning attack scenario by malicious adversaries. The attack proceeds where adversaries can gradually degrade global model performance over successive update cycles. In this letter, we propose a blueprint architecture that integrates zero trust networks (ZTNs) into both the unlearning (FU) request and the client admission (FL) stages to counteract these threats. By enforcing continuous client verification and rigorous risk assessment, our vision ensures that only authenticated and reliable updates contribute to the global model, thereby preserving model integrity and safeguarding sensitive data. Promising future research directions and open challenges are also discussed.",2025,,,,,
screen-201,Cloud Security at Scale: Implementing Zero Trust Architectures in Cloud Systems,"The main approach for securing cloud infrastructures today is Zero Trust Architecture (ZTA) which breaks from depending on edges to trust everything and is not based on implicit trust. This research looks into ZTA on the AWS, Azure and Google Cloud platforms, focusing on Identity and Access Management (IAM), micro-segmentation and constant monitoring. A set approach manages each stage of the process which covers security, using new cloud solutions and using multiple layers of authorization. Operational metrics help guide data collection which is also aided by a deep risk assessment process that includes threat modeling, analysis of leftover risks and using Key Risk Indicators (KRIs). The compliance with HIPAA, PCI-DSS, and ISO 27001 requires utilizing access licenses, logging access, and audits. Besides its technical part, the research compares ZTA to standard security models, focusing on how ZTA is better at access control, keeping threats under control and compliance maintenance. Zero Trust is featured again as a simple and flexible method to ensure data protection in the modern cloud and hybrid environment.",2025,,,,,
screen-202,API Common Security Threats and Security Protection Strategies,"This study analyzes the core role of APIs in modern digital ecology and the security threats they face, such as information leakage and overstepping access, and explores their security risks for technologies such as RESTful and GraphQL. It proposes to use OAuth/JWT authentication mechanism to strengthen access control, adopt HTTPS/TLS to secure data transmission, and combine with API gateway to defend against DDoS attacks. It also emphasizes the importance of fine-grained privilege management and log auditing. The study provides strategic guidance for improving API security protection and looks forward to the trend of intelligent protection.",2024,,,,,
