legacy_triple_index,subject,relation,object,publication_year,evidence_quote,provenance_recovery_status,paper_id,chunk_index,source_title,source_modality,sentence_offset,model_name,prompt_version
440,endogenous security framework,APPLIED_TO,power dispatching systems,2025,This paper presents an endogenous security framework that integrates SM2/SM4-based encrypted communication... offering a practical model for resilient power dispatching security.,unmatched_quote,,,,,,,
441,endogenous security framework,USES,SM2/SM4-based encrypted communication,2025,"This paper presents an endogenous security framework that integrates SM2/SM4-based encrypted communication, zero-trust access control, and runtime anomaly detection.",unique_normalized_exact_quote_match,f4e3aecf2114ee8176ad51e9c1366181dbbc5856,0,Research on Cross-Domain Attack Defense and Endogenous Security Mechanism in Power Dispatching Systems Based on Microservices,abstract,,,
442,endogenous security framework,USES,zero-trust access control,2025,"This paper presents an endogenous security framework that integrates SM2/SM4-based encrypted communication, zero-trust access control, and runtime anomaly detection.",unique_normalized_exact_quote_match,f4e3aecf2114ee8176ad51e9c1366181dbbc5856,0,Research on Cross-Domain Attack Defense and Endogenous Security Mechanism in Power Dispatching Systems Based on Microservices,abstract,,,
443,endogenous security framework,USES,runtime anomaly detection,2025,"This paper presents an endogenous security framework that integrates SM2/SM4-based encrypted communication, zero-trust access control, and runtime anomaly detection.",unique_normalized_exact_quote_match,f4e3aecf2114ee8176ad51e9c1366181dbbc5856,0,Research on Cross-Domain Attack Defense and Endogenous Security Mechanism in Power Dispatching Systems Based on Microservices,abstract,,,
444,OPA-UEBA,ADDRESSES,fine-grained authorization,2025,while OPA-UEBA enforces fine-grained authorization,unique_normalized_exact_quote_match,f4e3aecf2114ee8176ad51e9c1366181dbbc5856,0,Research on Cross-Domain Attack Defense and Endogenous Security Mechanism in Power Dispatching Systems Based on Microservices,abstract,,,
445,eBPF with IsolationForest,ADDRESSES,real-time threat detection,2025,and eBPF with IsolationForest enables real-time threat detection.,unique_normalized_exact_quote_match,f4e3aecf2114ee8176ad51e9c1366181dbbc5856,0,Research on Cross-Domain Attack Defense and Endogenous Security Mechanism in Power Dispatching Systems Based on Microservices,abstract,,,
446,eBPF,COMBINES,IsolationForest,2025,and eBPF with IsolationForest enables real-time threat detection.,unique_normalized_exact_quote_match,f4e3aecf2114ee8176ad51e9c1366181dbbc5856,0,Research on Cross-Domain Attack Defense and Endogenous Security Mechanism in Power Dispatching Systems Based on Microservices,abstract,,,
447,endogenous security framework,PRODUCES,link integrity,2025,"Experiments demonstrate over 99% link integrity, 97% node trust, 98% access accuracy, and sub- 150 ms latency",unique_normalized_exact_quote_match,f4e3aecf2114ee8176ad51e9c1366181dbbc5856,0,Research on Cross-Domain Attack Defense and Endogenous Security Mechanism in Power Dispatching Systems Based on Microservices,abstract,,,
448,endogenous security framework,ADDRESSES,link hijacking,2025,"exposing risks such as link hijacking, container escape, and cross-domain privilege escalation. This paper presents an endogenous security framework",unique_normalized_exact_quote_match,f4e3aecf2114ee8176ad51e9c1366181dbbc5856,0,Research on Cross-Domain Attack Defense and Endogenous Security Mechanism in Power Dispatching Systems Based on Microservices,abstract,,,
449,LP+SAC framework,COMBINES,Soft Actor-Critic (SAC) reinforcement learning agent,2026,a hybrid linear programming (LP) approach enhanced by a Soft Actor-Critic (SAC) reinforcement learning agent and iterative rounding is proposed.,unique_normalized_exact_quote_match,53ee6b8cd718beba5519a8672bfc36237a8ab774,0,Deep Reinforcement Learning-based Microservices Placement under Zero Trust Security Framework in Smart Grid,abstract,,,
450,LP+SAC framework,ADDRESSES,microservice placement optimization problem,2026,"This paper models the secure deployment task as a microservice placement optimization problem and formulates it as an integer linear program (ILP). To address ILP scalability limits, a hybrid linear programming (LP) approach enhanced by a Soft Actor-Critic (SAC) reinforcement learning agent and iterative rounding is proposed.",unique_normalized_exact_quote_match,53ee6b8cd718beba5519a8672bfc36237a8ab774,0,Deep Reinforcement Learning-based Microservices Placement under Zero Trust Security Framework in Smart Grid,abstract,,,
451,LP+SAC framework,IMPROVES,runtime,2026,Results show that the proposed LP+SAC framework achieves near-optimal deployment with significantly reduced runtime,unique_normalized_exact_quote_match,53ee6b8cd718beba5519a8672bfc36237a8ab774,0,Deep Reinforcement Learning-based Microservices Placement under Zero Trust Security Framework in Smart Grid,abstract,,,
452,LP+SAC framework,IMPROVES,robustness,2026,Results show that the proposed LP+SAC framework achieves near-optimal deployment with significantly reduced runtime and strong robustness,unique_normalized_exact_quote_match,53ee6b8cd718beba5519a8672bfc36237a8ab774,0,Deep Reinforcement Learning-based Microservices Placement under Zero Trust Security Framework in Smart Grid,abstract,,,
453,zero trust model,ADDRESSES,security challenges,2026,"However, its numerous access points introduce severe security challenges. The zero trust model, guided by the principle of “never trust, always verify,” offers a promising solution",unique_normalized_exact_quote_match,53ee6b8cd718beba5519a8672bfc36237a8ab774,0,Deep Reinforcement Learning-based Microservices Placement under Zero Trust Security Framework in Smart Grid,abstract,,,
454,microservices architecture,IMPROVES,scalability,2026,Microservices architecture improves scalability and flexibility in modern distributed systems,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
455,microservices architecture,IMPROVES,flexibility,2026,Microservices architecture improves scalability and flexibility in modern distributed systems,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
456,layered security model,APPLIED_TO,RESTful Application Programming Interface,2026,designed and evaluated a layered security model for a RESTful Application Programming Interface,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
457,RESTful Application Programming Interface,USES,Go Echo framework,2026,RESTful Application Programming Interface built with the Go Echo framework,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
458,layered security model,COMBINES,JSON Web Token authentication,2026,combines JSON Web Token authentication using asymmetric cryptography with a token versioning mechanism,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
459,layered security model,COMBINES,Role-Based Access Control,2026,pairs Role-Based Access Control with Attribute-Based Access Control,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
460,layered security model,COMBINES,Attribute-Based Access Control,2026,pairs Role-Based Access Control with Attribute-Based Access Control,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
461,layered security model,ADDRESSES,privilege escalation vulnerabilities,2026,All simulated unauthorized access scenarios — including vertical and horizontal privilege escalation attempts — were successfully blocked.,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
462,layered security model,EVALUATES_ON,average response time,2026,The average response time under the fully secured configuration measured 24.9 ms,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
463,separating authentication and authorization at the service level,PRODUCES,security gains,2026,separating authentication and authorization at the service level produces measurable security gains,unique_normalized_exact_quote_match,d1d5f63afc99e27b8d6ec62d4dd3ceb8c2db3407,0,Layered Security Model for JWT-Based Authentication and Authorization in Golang Echo REST APIs,abstract,,,
464,proposed architecture,APPLIED_TO,SDN-microservices environments,2026,"Securing SDN-microservices environments requires a coherent orchestration of identity, authentication, and authorization policies. This paper proposes an architecture integrating FreeIPA",unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,,,
465,proposed architecture,USES,FreeIPA,2026,This paper proposes an architecture integrating FreeIPA for centralized identity management,unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,,,
466,proposed architecture,USES,Keycloak,2026,"integrating FreeIPA for centralized identity management, Keycloak for federated authentication",unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,,,
467,proposed architecture,USES,Open Policy Agent,2026,Open Policy Agent for declarative policy-as-code authorization,unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,,,
468,proposed architecture,USES,VXLAN,2026,and VXLAN for multitenant network segmentation.,unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,,,
469,Keycloak,USES,OAuth2/OIDC,2026,Keycloak for federated authentication using OAuth2/OIDC,unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,,,
470,proposed architecture,ADDRESSES,Zero Trust principles,2026,The results confirm the feasibility of secure orchestration aligned with Zero Trust principles,unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,,,
471,experimental validation,PRODUCES,0% inter-tenant leakage,2026,"Experimental validation in a distributed environment demonstrates the effective integration of federated authentication, dynamic policy evaluation based on JWT claims, and network isolation with 0% inter-tenant leakage.",unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,,,
472,JSON Web Tokens (JWT),ADDRESSES,autenticação e autorização em microsserviços,2023,"soluções para mitigar tais problemas, como o uso de JSON Web Tokens (JWT)",unique_normalized_exact_quote_match,0052f3873f6941a73956370b59c7928ab2317d51,0,Desafios da Autenticação e Autorização na Comunicação entre Serviços em Arquiteturas de Microsserviços,abstract,,,
473,OAuth 2.0,ADDRESSES,autenticação e autorização em microsserviços,2023,"soluções para mitigar tais problemas, como o uso de ... OAuth 2.0",unmatched_quote,,,,,,,
474,protocolo mTLS (Mutual Transport Layer Security),ADDRESSES,autenticação e autorização em microsserviços,2023,"soluções para mitigar tais problemas, como o uso de ... protocolo mTLS (Mutual Transport Layer Security)",unmatched_quote,,,,,,,
475,Role-based Access Control Model (RBAC),ADDRESSES,autenticação e autorização em microsserviços,2023,"soluções para mitigar tais problemas, como o uso de ... Role-based Access Control Model (RBAC)",unmatched_quote,,,,,,,
476,OpenID Connect,ADDRESSES,autenticação e autorização em microsserviços,2023,"soluções para mitigar tais problemas, como o uso de ... OpenID Connect",unmatched_quote,,,,,,,
477,Single Sign-On (SSO),ADDRESSES,autenticação e autorização em microsserviços,2023,"soluções para mitigar tais problemas, como o uso de ... Single Sign-On (SSO)",unmatched_quote,,,,,,,
478,API Gateway,ADDRESSES,autenticação e autorização em microsserviços,2023,"soluções para mitigar tais problemas, como o uso de ... API Gateway",unmatched_quote,,,,,,,
479,"authentication, authorization, and audit patterns",APPLIED_TO,WCF,2026,"This paper presents authentication, authorization, and audit patterns that work across WCF, JAX-RS, and Spring Boot services",unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
480,"authentication, authorization, and audit patterns",APPLIED_TO,JAX-RS,2026,"This paper presents authentication, authorization, and audit patterns that work across WCF, JAX-RS, and Spring Boot services",unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
481,"authentication, authorization, and audit patterns",APPLIED_TO,Spring Boot,2026,"This paper presents authentication, authorization, and audit patterns that work across WCF, JAX-RS, and Spring Boot services",unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
482,"authentication, authorization, and audit patterns",APPLIED_TO,healthcare integration setting,2026,with specific attention to the healthcare integration setting in which these services exchange protected health information.,unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
483,"authentication, authorization, and audit patterns",USES,OAuth 2.0,2026,The patterns cover OAuth 2.0 and OpenID Connect token validation in each stack,unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
484,"authentication, authorization, and audit patterns",USES,mutual TLS,2026,mutual TLS as a transport-level complement to token-based authentication,unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
485,"authentication, authorization, and audit patterns",USES,attribute-based access control,2026,attribute-based access control at the service boundary,unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
486,"authentication, authorization, and audit patterns",USES,audit logging,2026,and audit logging that satisfies both regulatory requirements and operational debugging needs.,unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
487,audit logging,ADDRESSES,regulatory requirements,2026,audit logging that satisfies both regulatory requirements and operational debugging needs.,unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
488,audit logging,ADDRESSES,operational debugging needs,2026,audit logging that satisfies both regulatory requirements and operational debugging needs.,unique_normalized_exact_quote_match,1a067884b367eac04e1bbd1da7de0fd4a50754d7,0,"Securing Microservice Communication across WCF, JAX-RS, and Spring Boot: Authentication, Authorization, and Audit Patterns for Healthcare Interoperability",abstract,,,
489,microservices,USES,continuous delivery,2024,Application development based on microservices allows leveraging continuous delivery to efficiently reach the market.,unique_normalized_exact_quote_match,9d53a29eb5f26766b19dea4ef45dc265d287567e,0,Towards a Metric for Reuse of Microservice Intrusion Detection Models,abstract,,,
490,profile reutilization metric,USES,source code data,2024,"It leverages data from the service’s source code, its runtime data and algorithm patterns",unique_normalized_exact_quote_match,9d53a29eb5f26766b19dea4ef45dc265d287567e,0,Towards a Metric for Reuse of Microservice Intrusion Detection Models,abstract,,,
491,profile reutilization metric,USES,runtime data,2024,"It leverages data from the service’s source code, its runtime data and algorithm patterns",unique_normalized_exact_quote_match,9d53a29eb5f26766b19dea4ef45dc265d287567e,0,Towards a Metric for Reuse of Microservice Intrusion Detection Models,abstract,,,
492,profile reutilization metric,APPLIED_TO,four service versions within a microservices application,2024,We apply it to four service versions within a microservices application to validate if we are on the correct path towards a valid and useful metric.,unique_normalized_exact_quote_match,9d53a29eb5f26766b19dea4ef45dc265d287567e,0,Towards a Metric for Reuse of Microservice Intrusion Detection Models,abstract,,,
493,edge computing,APPLIED_TO,Internet of Things,2023,The paradigm of edge computing has formed an innovative scope within the domain of the Internet of Things (IoT),unique_normalized_exact_quote_match,514a96af287ab19a399479f91ae91a28b1593c5c,0,AI-Enabled Secure Microservices in Edge Computing: Opportunities and Challenges,abstract,,,
494,Microservices-based edge computing framework,USES,containerization technology,2023,We also propose a Microservices-based edge computing framework that provides secure edge AI algorithms as Microservices utilizing the containerization technology,unique_normalized_exact_quote_match,514a96af287ab19a399479f91ae91a28b1593c5c,0,AI-Enabled Secure Microservices in Edge Computing: Opportunities and Challenges,abstract,,,
495,Microservices-based edge computing framework,PRODUCES,secure AI-based applications,2023,We also propose a Microservices-based edge computing framework that provides secure edge AI algorithms as Microservices utilizing the containerization technology to offer automated and secure AI-based applications at the network edge.,unique_normalized_exact_quote_match,514a96af287ab19a399479f91ae91a28b1593c5c,0,AI-Enabled Secure Microservices in Edge Computing: Opportunities and Challenges,abstract,,,
496,AI Microservices,APPLIED_TO,edge computing,2023,securing edge computing-based AI Microservices to elucidate the challenges of IoT management,unique_normalized_exact_quote_match,514a96af287ab19a399479f91ae91a28b1593c5c,0,AI-Enabled Secure Microservices in Edge Computing: Opportunities and Challenges,abstract,,,
497,fifteen machine/deep learning models,APPLIED_TO,manually constructed dataset,2021,"We applied these models on a manually constructed dataset consisting of 4,813 security discussions and 12,464 non-security discussions.",unique_normalized_exact_quote_match,a0eba00e24181e1010b0f3913af128b0b9bf8e21,0,Automated Identification of Security Discussions in Microservices Systems: Industrial Surveys and Experiments,abstract,,,
498,DeepM1,IMPROVES,three baselines,2021,"DeepM1, a deep learning model, performs the best, achieving above 84% in all metrics and significantly outperforms three baselines.",unique_normalized_exact_quote_match,a0eba00e24181e1010b0f3913af128b0b9bf8e21,0,Automated Identification of Security Discussions in Microservices Systems: Industrial Surveys and Experiments,abstract,,,
499,security discussions,ADDRESSES,lack of awareness and knowledge of microservices-specific security challenges,2021,Lack of awareness and knowledge of microservices-specific security challenges and solutions often leads to ill-informed security decisions in microservices system development. We claim that identifying and leveraging security discussions scattered in existing microservices systems can partially close this gap.,unique_normalized_exact_quote_match,a0eba00e24181e1010b0f3913af128b0b9bf8e21,0,Automated Identification of Security Discussions in Microservices Systems: Industrial Surveys and Experiments,abstract,,,
500,fifteen machine/deep learning models,EVALUATES_ON,"average precision, recall, F1-score, AUC, and G-mean",2021,"We found that all the models can effectively identify security discussions: an average precision of 84.86%, recall of 72.80%, F1-score of 77.89%, AUC of 83.75% and G-mean 82.77%.",unique_normalized_exact_quote_match,a0eba00e24181e1010b0f3913af128b0b9bf8e21,0,Automated Identification of Security Discussions in Microservices Systems: Industrial Surveys and Experiments,abstract,,,
501,hybrid program analysis framework,PRODUCES,stateful system call policies,2024,hybrid program analysis framework that automates the synthesis of stateful system call policies,unique_normalized_exact_quote_match,591c7bff41a759d6152743c074092172dcf58087,0,Automated Synthesis of Effect Graph Policies for Microservice-Aware Stateful System Call Specialization,abstract,,,
502,hybrid program analysis framework,USES,symbolic micro-execution,2024,symbolically micro-executing the corresponding container's binary entrypoint,unique_normalized_exact_quote_match,591c7bff41a759d6152743c074092172dcf58087,0,Automated Synthesis of Effect Graph Policies for Microservice-Aware Stateful System Call Specialization,abstract,,,
503,hybrid program analysis framework,EVALUATES_ON,DARPA Cyber Grand Challenge (CGC) corpus,2024,synthesizing security policies for 25 challenges in the DARPA Cyber Grand Challenge (CGC) corpus,unique_normalized_exact_quote_match,591c7bff41a759d6152743c074092172dcf58087,0,Automated Synthesis of Effect Graph Policies for Microservice-Aware Stateful System Call Specialization,abstract,,,
504,hybrid program analysis framework,APPLIED_TO,NGINX web server,2024,"5 real-world containerized programs, including the widely used NGINX web server",unique_normalized_exact_quote_match,591c7bff41a759d6152743c074092172dcf58087,0,Automated Synthesis of Effect Graph Policies for Microservice-Aware Stateful System Call Specialization,abstract,,,
505,hybrid program analysis framework,PRODUCES,concise reference application models,2024,accurately extract concise reference application models for security monitoring,unique_normalized_exact_quote_match,591c7bff41a759d6152743c074092172dcf58087,0,Automated Synthesis of Effect Graph Policies for Microservice-Aware Stateful System Call Specialization,abstract,,,
506,Ab-HIDS,USES,frequency of N-grams system calls,2024,This system employs the frequency of N‐grams system calls as distinctive features.,unique_normalized_exact_quote_match,6bc01158cf9d3d012f9ea74688034c6c0a0aafe9,0,Ab‐HIDS: An anomaly‐based host intrusion detection system using frequency of N‐gram system call features and ensemble learning for containerized environment,abstract,,,
507,Ab-HIDS,USES,voting-based ensemble learning,2024,"two ensemble learning models, namely voting‐based ensemble learning and XGBoost ensemble learning, are employed for training and testing the data.",unique_normalized_exact_quote_match,6bc01158cf9d3d012f9ea74688034c6c0a0aafe9,0,Ab‐HIDS: An anomaly‐based host intrusion detection system using frequency of N‐gram system call features and ensemble learning for containerized environment,abstract,,,
508,Ab-HIDS,USES,XGBoost ensemble learning,2024,"two ensemble learning models, namely voting‐based ensemble learning and XGBoost ensemble learning, are employed for training and testing the data.",unique_normalized_exact_quote_match,6bc01158cf9d3d012f9ea74688034c6c0a0aafe9,0,Ab‐HIDS: An anomaly‐based host intrusion detection system using frequency of N‐gram system call features and ensemble learning for containerized environment,abstract,,,
509,Ab-HIDS,EVALUATES_ON,Leipzig Intrusion Detection Data Set (LID-DS),2024,"The proposed system is evaluated using the Leipzig Intrusion Detection Data Set (LID‐DS), demonstrating substantial performance compared to existing state‐of‐the‐art methods.",unique_normalized_exact_quote_match,6bc01158cf9d3d012f9ea74688034c6c0a0aafe9,0,Ab‐HIDS: An anomaly‐based host intrusion detection system using frequency of N‐gram system call features and ensemble learning for containerized environment,abstract,,,
510,Ab-HIDS,USES,synthetic minority over-sampling technique,2024,Ab‐HIDS is validated for class imbalance using the imbalance ratio and synthetic minority over‐sampling technique methods.,unique_normalized_exact_quote_match,6bc01158cf9d3d012f9ea74688034c6c0a0aafe9,0,Ab‐HIDS: An anomaly‐based host intrusion detection system using frequency of N‐gram system call features and ensemble learning for containerized environment,abstract,,,
511,Ab-HIDS,IMPROVES,detection accuracy,2024,Our system achieved significant improvements in detection accuracy with 4% increase for the voting‐based ensemble model and 6% increase for the XGBoost ensemble model.,unique_normalized_exact_quote_match,6bc01158cf9d3d012f9ea74688034c6c0a0aafe9,0,Ab‐HIDS: An anomaly‐based host intrusion detection system using frequency of N‐gram system call features and ensemble learning for containerized environment,abstract,,,
512,Ab-HIDS,IMPROVES,false positive rate,2024,"Additionally, we observed reductions in the false positive rate by 0.9% and 0.8% for these models, respectively, compared to existing state‐of‐the‐art methods.",unique_normalized_exact_quote_match,6bc01158cf9d3d012f9ea74688034c6c0a0aafe9,0,Ab‐HIDS: An anomaly‐based host intrusion detection system using frequency of N‐gram system call features and ensemble learning for containerized environment,abstract,,,
513,Ab-HIDS,ADDRESSES,container security,2024,The article focuses on developing an intrusion detection system tailored to containerized cloud environments by identifying system call analysis techniques,unique_normalized_exact_quote_match,6bc01158cf9d3d012f9ea74688034c6c0a0aafe9,0,Ab‐HIDS: An anomaly‐based host intrusion detection system using frequency of N‐gram system call features and ensemble learning for containerized environment,abstract,,,
514,OWASP API Security Top Ten,APPLIED_TO,Digital Image Marketplace,2024,The objective of this paper is to demonstrate the application of the Open Web Application Security Project (OWASP) API Security Top Ten guidelines through a practical example: a digital image marketplace,unique_normalized_exact_quote_match,d166967cfeacb255278bf2338fe9bc297c6f6f97,0,A Secure Digital Image Marketplace: Microservices and OWASP API Security Using Spring Boot,abstract,,,
515,Digital Image Marketplace,USES,Spring Boot,2024,a digital image marketplace developed using the Spring Boot framework.,unique_normalized_exact_quote_match,d166967cfeacb255278bf2338fe9bc297c6f6f97,0,A Secure Digital Image Marketplace: Microservices and OWASP API Security Using Spring Boot,abstract,,,
516,OWASP API Security Top Ten,ADDRESSES,Vulnerabilities in Web APIs,2024,This research identifies the most common vulnerabilities in web APIs and offers a foundational guide for web developers to enhance security from the outset. The objective of this paper is to demonstrate the application of the Open Web Application Security Project (OWASP) API Security Top Ten guidelines,unique_normalized_exact_quote_match,d166967cfeacb255278bf2338fe9bc297c6f6f97,0,A Secure Digital Image Marketplace: Microservices and OWASP API Security Using Spring Boot,abstract,,,
517,dynamic access control model,ADDRESSES,security access control issues,2023,"Aiming at solving security access control issues such as frequent user authentication and unauthorized access faced by power micro-applications, this paper proposes a dynamic access control model",unique_normalized_exact_quote_match,b87521a3d41cd92aee072c6eb1b20566e768ae1d,0,Trust-Based Dynamic Access Control Model for Power Micro-Applications,abstract,,,
518,dynamic access control model,APPLIED_TO,micro-applications,2023,applies trust evaluation and access control to micro-applications,unique_normalized_exact_quote_match,b87521a3d41cd92aee072c6eb1b20566e768ae1d,0,Trust-Based Dynamic Access Control Model for Power Micro-Applications,abstract,,,
519,trust threshold setting algorithm,PRODUCES,dynamic adjustment of user permissions,2023,"trust threshold setting algorithm, which realizes fine-grained dynamic trust perception and dynamic adjustment of user permissions",unique_normalized_exact_quote_match,b87521a3d41cd92aee072c6eb1b20566e768ae1d,0,Trust-Based Dynamic Access Control Model for Power Micro-Applications,abstract,,,
520,secondary development of the API gateway,IMPROVES,existing security protection,2023,"through the secondary development of the Application Programming Interface (API) gateway, this paper not only unifies the identity authentication methods between different micro-applications, but also strengthens the existing security protection.",unique_normalized_exact_quote_match,b87521a3d41cd92aee072c6eb1b20566e768ae1d,0,Trust-Based Dynamic Access Control Model for Power Micro-Applications,abstract,,,
521,DQN-based microservice container placement algorithm (MsCPA),ADDRESSES,co-resident threats of cloud-native applications,2023,proposes a DQN-based microservice container placement algorithm (MsCPA) to optimize the solution of the co-resident threats of cloud-native applications,unique_normalized_exact_quote_match,fee388be9efce310044a5b944fecd70aa077310c,0,A Security Containers Placement Algorithm Based on DQN for Microservices to Defend Against Co-Resident Threat,abstract,,,
522,DQN-based microservice container placement algorithm (MsCPA),ADDRESSES,load balance,2023,proposes a DQN-based microservice container placement algorithm (MsCPA) to optimize the solution of the co-resident threats of cloud-native applications and the load balance,unique_normalized_exact_quote_match,fee388be9efce310044a5b944fecd70aa077310c,0,A Security Containers Placement Algorithm Based on DQN for Microservices to Defend Against Co-Resident Threat,abstract,,,
523,DQN-based microservice container placement algorithm (MsCPA),IMPROVES,co-resident threat propagation range,2023,Simulation results show that the container placement algorithms in this paper reduce the co-resident threat propagation range by 18.06% on average,unique_normalized_exact_quote_match,fee388be9efce310044a5b944fecd70aa077310c,0,A Security Containers Placement Algorithm Based on DQN for Microservices to Defend Against Co-Resident Threat,abstract,,,
524,DQN-based microservice container placement algorithm (MsCPA),IMPROVES,load balancing performance,2023,improving load balancing performance by 13.97%,unique_normalized_exact_quote_match,fee388be9efce310044a5b944fecd70aa077310c,0,A Security Containers Placement Algorithm Based on DQN for Microservices to Defend Against Co-Resident Threat,abstract,,,
525,Static Code Analysis,ADDRESSES,Security Vulnerabilities,2024,This research analyzes the available security vulnerabilities throughout the process of migration states for static code analysis,unique_normalized_exact_quote_match,2ec8f3f39b3e9edbfc028ad7e7b29536990977ae,0,Addressing Security Issues during Decomposing Golang Monolithic Applications into Microservices through Code Analysis,abstract,,,
526,Refactoring,APPLIED_TO,Legacy Monolithic Systems,2024,the most discussed approach is to rebuild or refactor the legacy system to microservice-based architecture,unique_normalized_exact_quote_match,2ec8f3f39b3e9edbfc028ad7e7b29536990977ae,0,Addressing Security Issues during Decomposing Golang Monolithic Applications into Microservices through Code Analysis,abstract,,,
527,Microservice Security Analysis,ADDRESSES,Security Vulnerabilities,2024,numerous research on microservice security analysis has been proposed. This research analyzes the available security vulnerabilities,unique_normalized_exact_quote_match,2ec8f3f39b3e9edbfc028ad7e7b29536990977ae,0,Addressing Security Issues during Decomposing Golang Monolithic Applications into Microservices through Code Analysis,abstract,,,
